English Name,Botanical Name,Plant Family,Strata,Lifecycle,Time-to-Maturity,Lifespan,Zone,Origin,Function,Spacing,Image Name,Image Prompt
Napier Grass,Pennisetum purpureum x Pennisetum typhoides,Poaceae,Emergent,Secondary 1,6-12 months,3-5 years,8-11,Africa,Support,50 cm,Pennisetum_purpureum_x_Pennisetum_typhoides.jpg,"Botanical illustration of Napier Grass (Pennisetum purpureum x Pennisetum typhoides) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Napier Grass (Pennisetum purpureum x Pennisetum typhoides). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Poaceae, Strata: Emergent, Lifecycle: Secondary 1, Time to Maturity: 6-12 months, Lifespan: 3-5 years, Zone: 8-11, Origin: Africa, Function: Support, Spacing: 50 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Avocado,Persea americana,Lauraceae,High,Climax,5-7 years,50-80 years,9-11,Central America,Food,5-10 m,Persea_americana.jpg,"Botanical illustration of Avocado (Persea americana) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Avocado (Persea americana). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Lauraceae, Strata: High, Lifecycle: Climax, Time to Maturity: 5-7 years, Lifespan: 50-80 years, Zone: 9-11, Origin: Central America, Function: Food, Spacing: 5-10 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Queen's Wreath,Petrea volubilis,Verbenaceae,Medium,Secondary 1,3-4 months,Perennial,9-11,Central America,Support,2-3 m,Petrea_volubilis.jpg,"Botanical illustration of Queen's Wreath (Petrea volubilis) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Queen's Wreath (Petrea volubilis). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Verbenaceae, Strata: Medium, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 9-11, Origin: Central America, Function: Support, Spacing: 2-3 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Parsley,Petroselinum crispum,Apiaceae,High,Placenta 1,3-4 months,Biennial,4-9,Europe,Food,30-50 cm,Petroselinum_crispum.jpg,"Botanical illustration of Parsley (Petroselinum crispum) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Parsley (Petroselinum crispum). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Apiaceae, Strata: High, Lifecycle: Placenta 1, Time to Maturity: 3-4 months, Lifespan: Biennial, Zone: 4-9, Origin: Europe, Function: Food, Spacing: 30-50 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Scarlet Runner Bean,Phaseolus coccineus,Fabaceae,High,Placenta 2,3-4 months,Annual,3-10,Central America,Food,50-75 cm,Phaseolus_coccineus.jpg,"Botanical illustration of Scarlet Runner Bean (Phaseolus coccineus) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Scarlet Runner Bean (Phaseolus coccineus). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Fabaceae, Strata: High, Lifecycle: Placenta 2, Time to Maturity: 3-4 months, Lifespan: Annual, Zone: 3-10, Origin: Central America, Function: Food, Spacing: 50-75 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Lima Bean,Phaseolus lunatus,Fabaceae,High,Placenta 2,3-4 months,Annual,2-11,Central America,Food,20-30 cm,Phaseolus_lunatus.jpg,"Botanical illustration of Lima Bean (Phaseolus lunatus) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Lima Bean (Phaseolus lunatus). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Fabaceae, Strata: High, Lifecycle: Placenta 2, Time to Maturity: 3-4 months, Lifespan: Annual, Zone: 2-11, Origin: Central America, Function: Food, Spacing: 20-30 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Common Bean,Phaseolus vulgaris,Fabaceae,High,Placenta 1,2-3 months,Annual,3-10,Central America,Food,30-50 cm,Phaseolus_vulgaris.jpg,"Botanical illustration of Common Bean (Phaseolus vulgaris) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Common Bean (Phaseolus vulgaris). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Fabaceae, Strata: High, Lifecycle: Placenta 1, Time to Maturity: 2-3 months, Lifespan: Annual, Zone: 3-10, Origin: Central America, Function: Food, Spacing: 30-50 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Aztec Sweet Herb,Phyla dulcis,Verbenaceae,Medium,Secondary 1,3-4 months,Perennial,8-11,Central America,Food,30-50 cm,Phyla_dulcis.jpg,"Botanical illustration of Aztec Sweet Herb (Phyla dulcis) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Aztec Sweet Herb (Phyla dulcis). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Verbenaceae, Strata: Medium, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 8-11, Origin: Central America, Function: Food, Spacing: 30-50 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Cape Gooseberry,Physalis peruviana,Solanaceae,High,Secondary 1,4-6 months,Perennial,8-11,South America,Food,50-100 cm,Physalis_peruviana.jpg,"Botanical illustration of Cape Gooseberry (Physalis peruviana) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Cape Gooseberry (Physalis peruviana). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Solanaceae, Strata: High, Lifecycle: Secondary 1, Time to Maturity: 4-6 months, Lifespan: Perennial, Zone: 8-11, Origin: South America, Function: Food, Spacing: 50-100 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Allspice,Pimenta dioica,Myrtaceae,Medium,Climax,4-5 years,20-30 years,10-12,Central America,Food,5-10 m,Pimenta_dioica.jpg,"Botanical illustration of Allspice (Pimenta dioica) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Allspice (Pimenta dioica). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Myrtaceae, Strata: Medium, Lifecycle: Climax, Time to Maturity: 4-5 years, Lifespan: 20-30 years, Zone: 10-12, Origin: Central America, Function: Food, Spacing: 5-10 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Bay Rum Tree,Pimenta racemosa,Myrtaceae,Medium,Climax,3-4 years,20-30 years,10-12,Caribbean,Food,2-3 m,Pimenta_racemosa.jpg,"Botanical illustration of Bay Rum Tree (Pimenta racemosa) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Bay Rum Tree (Pimenta racemosa). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Myrtaceae, Strata: Medium, Lifecycle: Climax, Time to Maturity: 3-4 years, Lifespan: 20-30 years, Zone: 10-12, Origin: Caribbean, Function: Food, Spacing: 2-3 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Mexican Pepperleaf,Piper auritum,Piperaceae,Medium,Secondary 1,1-2 years,5-10 years,10-11,Central America,Food,1-1.5 m,Piper_auritum.jpg,"Botanical illustration of Mexican Pepperleaf (Piper auritum) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Mexican Pepperleaf (Piper auritum). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Piperaceae, Strata: Medium, Lifecycle: Secondary 1, Time to Maturity: 1-2 years, Lifespan: 5-10 years, Zone: 10-11, Origin: Central America, Function: Food, Spacing: 1-1.5 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Kava,Piper methysticum,Piperaceae,Low,Secondary 1,3-4 months,Perennial,10-12,Oceania,Food,30-50 cm,Piper_methysticum.jpg,"Botanical illustration of Kava (Piper methysticum) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Kava (Piper methysticum). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Piperaceae, Strata: Low, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 10-12, Origin: Oceania, Function: Food, Spacing: 30-50 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Black Pepper,Piper nigrum,Piperaceae,Low,Climax,3-4 months,Perennial,10-12,South Asia,Food,1-3 m,Piper_nigrum.jpg,"Botanical illustration of Black Pepper (Piper nigrum) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Black Pepper (Piper nigrum). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Piperaceae, Strata: Low, Lifecycle: Climax, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 10-12, Origin: South Asia, Function: Food, Spacing: 1-3 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Common Plantain,Plantago major,Plantaginaceae,Low,Placenta 2,3-4 months,Perennial,3-9,Europe,Food,10-20 cm,Plantago_major.jpg,"Botanical illustration of Common Plantain (Plantago major) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Common Plantain (Plantago major). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Plantaginaceae, Strata: Low, Lifecycle: Placenta 2, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 3-9, Origin: Europe, Function: Food, Spacing: 10-20 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Cuban Oregano,Plectranthus amboinicus,Lamiaceae,Medium,Secondary 1,3-4 months,Perennial,9-11,Southeast Asia,Food,20-30 cm,Plectranthus_amboinicus.jpg,"Botanical illustration of Cuban Oregano (Plectranthus amboinicus) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Cuban Oregano (Plectranthus amboinicus). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Lamiaceae, Strata: Medium, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 9-11, Origin: Southeast Asia, Function: Food, Spacing: 20-30 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Coleus,Plectranthus scutellarioides,Lamiaceae,Medium,Secondary 1,3-4 months,Annual,10-11,Southeast Asia,Support,30-50 cm,Plectranthus_scutellarioides.jpg,"Botanical illustration of Coleus (Plectranthus scutellarioides) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Coleus (Plectranthus scutellarioides). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Lamiaceae, Strata: Medium, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Annual, Zone: 10-11, Origin: Southeast Asia, Function: Support, Spacing: 30-50 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Sacha Inchi,Plukenetia volubilis,Euphorbiaceae,Emergent,Secondary 1,3-4 months,Perennial,10-12,South America,Food,2-3 m,Plukenetia_volubilis.jpg,"Botanical illustration of Sacha Inchi (Plukenetia volubilis) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Sacha Inchi (Plukenetia volubilis). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Euphorbiaceae, Strata: Emergent, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 10-12, Origin: South America, Function: Food, Spacing: 2-3 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Frangipani,Plumeria rubra,Apocynaceae,High,Secondary 1,4-5 years,30-50 years,10-12,Central America,Support,3-4 m,Plumeria_rubra.jpg,"Botanical illustration of Frangipani (Plumeria rubra) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Frangipani (Plumeria rubra). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Apocynaceae, Strata: High, Lifecycle: Secondary 1, Time to Maturity: 4-5 years, Lifespan: 30-50 years, Zone: 10-12, Origin: Central America, Function: Support, Spacing: 3-4 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Patchouli,Pogostemon cablin,Lamiaceae,Medium,Secondary 1,3-4 months,Perennial,10-12,Southeast Asia,Food,50 cm - 1 m,Pogostemon_cablin.jpg,"Botanical illustration of Patchouli (Pogostemon cablin) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Patchouli (Pogostemon cablin). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Lamiaceae, Strata: Medium, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 10-12, Origin: Southeast Asia, Function: Food, Spacing: 50 cm - 1 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Vietnamese Coriander,Polygonum odoratum,Polygonaceae,Medium,Secondary 1,3-4 months,Perennial,9-11,Southeast Asia,Food,20-30 cm,Polygonum_odoratum.jpg,"Botanical illustration of Vietnamese Coriander (Polygonum odoratum) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Vietnamese Coriander (Polygonum odoratum). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Polygonaceae, Strata: Medium, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Perennial, Zone: 9-11, Origin: Southeast Asia, Function: Food, Spacing: 20-30 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Purslane,Portulaca oleracea,Portulacaceae,Low,Secondary 1,3-4 months,Annual,2-11,Mediterranean,Food,50 cm,Portulaca_oleracea.jpg,"Botanical illustration of Purslane (Portulaca oleracea) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Purslane (Portulaca oleracea). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Portulacaceae, Strata: Low, Lifecycle: Secondary 1, Time to Maturity: 3-4 months, Lifespan: Annual, Zone: 2-11, Origin: Mediterranean, Function: Food, Spacing: 50 cm. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Amazon Grape,Pourouma cecropiaefolia,Urticaceae,Emergent,Secondary 2,4-5 years,20-30 years,10-12,South America,Food,3-4 m,Pourouma_cecropiaefolia.jpg,"Botanical illustration of Amazon Grape (Pourouma cecropiaefolia) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Amazon Grape (Pourouma cecropiaefolia). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Urticaceae, Strata: Emergent, Lifecycle: Secondary 2, Time to Maturity: 4-5 years, Lifespan: 20-30 years, Zone: 10-12, Origin: South America, Function: Food, Spacing: 3-4 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Abiu,Pouteria caimito,Sapotaceae,High,Climax,5-7 years,50-100 years,10-11,South America,Food,3-5 m,Pouteria_caimito.jpg,"Botanical illustration of Abiu (Pouteria caimito) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Abiu (Pouteria caimito). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Sapotaceae, Strata: High, Lifecycle: Climax, Time to Maturity: 5-7 years, Lifespan: 50-100 years, Zone: 10-11, Origin: South America, Function: Food, Spacing: 3-5 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Canistel,Pouteria campechiana,Sapotaceae,Medium,Climax,3-5 years,20-30 years,10-12,Central America,Food,3-4 m,Pouteria_campechiana.jpg,"Botanical illustration of Canistel (Pouteria campechiana) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Canistel (Pouteria campechiana). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Sapotaceae, Strata: Medium, Lifecycle: Climax, Time to Maturity: 3-5 years, Lifespan: 20-30 years, Zone: 10-12, Origin: Central America, Function: Food, Spacing: 3-4 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Mamey Sapote,Pouteria sapota,Sapotaceae,High,Climax,4-6 years,50-100 years,10-12,Central America,Food,7 -15 m,Pouteria_sapota.jpg,"Botanical illustration of Mamey Sapote (Pouteria sapota) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Mamey Sapote (Pouteria sapota). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Sapotaceae, Strata: High, Lifecycle: Climax, Time to Maturity: 4-6 years, Lifespan: 50-100 years, Zone: 10-12, Origin: Central America, Function: Food, Spacing: 7 -15 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
European Plum,Prunus domestica,Rosaceae,High,Climax,3-4 years,20-30 years,5-9,Europe,Food,2-3 m,Prunus_domestica.jpg,"Botanical illustration of European Plum (Prunus domestica) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: European Plum (Prunus domestica). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Rosaceae, Strata: High, Lifecycle: Climax, Time to Maturity: 3-4 years, Lifespan: 20-30 years, Zone: 5-9, Origin: Europe, Function: Food, Spacing: 2-3 m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
Peach,Prunus persica,Rosaceae,High,Climax,3-4 years,20-30 years,5-9,East Asia,Food,4-8m,Prunus_persica.jpg,"Botanical illustration of Peach (Prunus persica) in vintage scientific illustration style. Watercolor painting on cream/beige paper background. Show the plant's most characteristic and recognizable features including typical leaf structure, flowers, fruits, seeds, or other distinctive parts as appropriate for this species. Soft, naturalistic watercolor technique with subtle color gradations and delicate linework. Classical botanical art style reminiscent of 18th-19th century herbarium illustrations. Clean composition with the plant as the central focus against a plain warm-toned background. Detailed but gentle rendering, not photorealistic. Educational botanical plate aesthetic. On top of the image include a title: Peach (Prunus persica). Include an elegant informational panel or label in the style of vintage botanical plates displaying: Family: Rosaceae, Strata: High, Lifecycle: Climax, Time to Maturity: 3-4 years, Lifespan: 20-30 years, Zone: 5-9, Origin: East Asia, Function: Food, Spacing: 4-8m. The text should be rendered in a classic serif typeface as if hand-lettered or typeset on the original illustration."
